id_siniestro,id_poliza,id_asegurado,ramo,placa,cobertura,fecha_ocurrencia,fecha_reporte,dias_ocurrencia_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,id_proveedor,descripcion,docs_completos,proveedor_lista_restrictiva,dias_desde_inicio_poliza,dias_hasta_fin_poliza,historial_siniestros_asegurado,suma_asegurada,similitud_narrativa,numero_parte_policial,fecha_inicio_poliza,fecha_fin_poliza,prima_anual,canal_venta,estado_poliza,nombres_asegurado,segmento,ciudad,antiguedad_anios,n_polizas_activas,n_reclamos_12_meses,n_reclamos_historico,reclamos_rc_sin_tercero,perfil_riesgo_historico,nombre_proveedor,tipo_proveedor,ciudad_proveedor,n_siniestros_proveedor,proveedor_en_lista_restrictiva,motivo_restriccion,promedio_monto_proveedor,cantidad_documentos,cantidad_declaraciones,cantidad_denuncia_policial,cantidad_exámenes,cantidad_facturas,cantidad_factura_de_reparacion,cantidad_factura_hospitalaria,cantidad_fotografías,cantidad_fotografías_del_daño,cantidad_historia_clínica,cantidad_informe_tecnico,cantidad_orden_medica,cantidad_partes_policiales,cantidad_peritaje,ratio_monto_suma,delta_monto_proveedor,alerta_borde_inicio,alerta_borde_fin,reporte_tardio,narrativa_similar,narrativa_clonada,doc_factura_alterada,doc_ruc_invalido,doc_caso_fraude,doc_caso_inconsistente,doc_parte_tardio_dias,doc_sin_denuncia_previa,doc_robo,doc_perdida_total,doc_flagrancia,doc_lesionados,doc_detenidos,doc_tercero_identificado,doc_sin_testigos,doc_sin_intervencion,doc_hora_accidente,doc_fecha_factura_min,n_pdfs_extraidos,tipos_pdf,doc_parte_tardio,alerta_similitud_sin_testigos,alerta_robo_sin_denuncia,alerta_proveedor_fraude_documental,score_documental_raw,nlp_freq_descripcion,nlp_descripcion_rara,nlp_descripcion_comun,nlp_grupo_id,nlp_sim_entre_grupos,nlp_cluster_fraude,nlp_score,nlp_valida_excel
SIN-0272,POL-0272,ASEG-0101,Vehículos,LOJ-2847,Cristales,2024-04-04,2024-04-11,7,12973,13328,0,Pago Parcial,Cuenca,TALLER-018,Rotura de parabrisas por impacto de piedra.,True,False,50,315,1,22000,0.15,,2024-02-14,2025-02-13,556,Digital,Expirada,Castro Villafuerte Sandra Cristina,Natural,Ibarra,1,2,0,2,2,Medio,Automotriz Ambato Central,Automotriz,Ibarra,15,False,No,,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0.5897,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,27,False,True,19,0.1435,-1,22.1,False
SIN-0273,POL-0273,ASEG-0168,Vehículos,GYE-1029,Robo,2025-08-28,2025-08-28,0,6190,6314,6053,Liquidado,Portoviejo,TALLER-013,Robo con violencia en domicilio.,True,False,328,37,2,15000,0.16,,2024-10-04,2025-10-04,451,Digital,Expirada,Bonilla Torres Nathaly Carolina,Natural,Guayaquil,3,3,1,3,2,Medio,Taller Chimborazo Express,Automotriz,Loja,25,False,No,,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0.4127,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,30,False,True,4,0.1055,-1,24.1,False
SIN-0274,POL-0274,ASEG-0048,Hogar,,Daño por Agua,2025-02-20,2025-02-21,1,11634,6461,0,Reserva,Cuenca,PROV-018,Humedad por filtración desde techo.,False,True,44,321,1,15000,0.48,,2025-01-07,2026-01-07,431,Broker,Expirada,Cabrera Yépez Marcelo Javier,Natural,Ibarra,7,1,1,2,0,Medio,Hogar Seguro S.A.,Servicios,Ambato,17,False,No,,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0.7756,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,8,False,False,1,0.0,-1,37.0,True
SIN-0275,POL-0275,ASEG-0060,Vehículos,LOJ-1847,Cristales,2025-05-15,2025-05-17,2,3063,2891,2678,Pago Total,Quito,TALLER-005,Rotura de parabrisas por impacto de piedra.,True,False,317,48,0,10000,0.17,,2024-07-02,2025-07-02,276,Bancaseguros,Expirada,Naranjo Velasco Edwin Patricio,Natural,Manta,4,3,3,3,2,Medio,Taller Portuario Guayaquil,Automotriz,Portoviejo,21,False,No,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3063,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,27,False,True,19,0.1435,-1,23.5,False
SIN-0276,POL-0276,ASEG-0009,Vehículos,SDO-5523,Pérdida Total,2024-06-15,2024-06-15,0,13089,13308,0,Pago Parcial,Quito,TALLER-013,Daños irreparables por colisión frontal.,True,False,28,337,1,22000,0.38,,2024-05-18,2025-05-18,465,Agente,Expirada,Mendoza Ríos Marco Vinicio,Natural,Ibarra,8,1,3,5,1,Alto,Taller Chimborazo Express,Automotriz,Loja,25,False,No,,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0.595,,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,22,False,True,20,0.1095,-1,36.0,False
SIN-0277,POL-0277,ASEG-0110,Vehículos,MNT-2918,Pérdida Total,2025-10-01,2025-10-03,2,7978,7879,7360,Liquidado,Quito,TALLER-008,Vehículo totalmente siniestrado en volcamiento.,True,False,328,37,0,22000,0.27,,2024-11-07,2025-11-07,618,Bancaseguros,Expirada,Espinoza Rueda Cinthya Dayana,Natural,Cuenca,1,1,0,2,1,Medio,Reparaciones Viales Cía.,Automotriz,Manta,21,False,No,,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0.3626,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,17,False,True,17,0.0928,-1,26.2,False
SIN-0278,POL-0278,ASEG-0189,Vehículos,MNT-2918,Choque,2024-08-15,2024-08-17,2,15721,9852,0,Reserva,Esmeraldas,TALLER-002,Robo de joyas y equipos electrónicos.,False,False,29,336,0,28000,0.92,,2024-07-17,2025-07-17,804,Broker,Expirada,Brito Ordóñez Henry Omar,Natural,Riobamba,2,1,1,1,1,Bajo,Automotriz Centro Sur,Automotriz,Cuenca,23,False,No,,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5615,,True,False,False,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,24,False,True,12,0.1055,-1,74.7,True
SIN-0279,POL-0279,ASEG-0185,Vehículos,GYE-2918,Robo de Accesorios,2024-06-13,2024-06-18,5,9378,8886,0,Investigación,Guayaquil,TALLER-007,Robo de accesorios en zona residencial.,True,False,72,293,0,30000,0.24,,2024-04-02,2025-04-02,934,Agente,Expirada,Pacheco Vélez Gloria Susana,Natural,Ambato,0,1,1,1,1,Bajo,Multiservicios Automotrices EC,Automotriz,Ambato,17,False,No,,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0.3126,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,16,False,True,7,0.1055,-1,23.7,False
SIN-0280,POL-0280,ASEG-0065,Hogar,,Daño por Agua,2025-10-19,2025-10-21,2,10190,9883,9635,Liquidado,Cuenca,PROV-020,Inundación por lluvias intensas.,True,False,290,75,2,40000,0.14,,2025-01-02,2026-01-02,789,Broker,Expirada,Núñez Andrade Verónica Paola,Natural,Portoviejo,6,1,1,4,2,Alto,Servicios Generales GYE,Servicios,Esmeraldas,17,False,No,,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0.2547,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,9,False,False,30,0.0,-1,13.7,True
SIN-0281,POL-0281,ASEG-0197,Vehículos,PIC-3847,Robo,2025-01-10,2025-01-11,1,4072,4254,3890,Liquidado,Loja,TALLER-004,Robo de joyas y equipos electrónicos.,True,False,86,279,0,12000,0.13,,2024-10-16,2025-10-16,243,Agente,Expirada,Delgado Cevallos Iván Rodrigo,Natural,Loja,0,3,0,1,0,Bajo,Servicio Express Loja,Automotriz,Ibarra,24,False,No,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3393,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,24,False,True,12,0.1055,-1,19.4,False
SIN-0282,POL-0282,ASEG-0160,Vehículos,CHB-5523,Responsabilidad Civil,2024-10-23,2024-10-25,2,3438,3426,3210,Pago Total,Quito,TALLER-018,"Impacto posterior en intersección, tercero no identificado.",True,False,62,303,1,25000,0.27,,2024-08-22,2025-08-22,749,Digital,Expirada,Jiménez Vargas Patricia Elena,Natural,Quito,0,3,1,2,2,Medio,Automotriz Ambato Central,Automotriz,Ibarra,15,False,No,,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0.1375,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,12,False,True,22,0.208,-1,24.0,False
SIN-0283,POL-0283,ASEG-0141,Vehículos,MNT-2918,Responsabilidad Civil,2025-04-20,2025-04-20,0,5126,4812,4253,Pago Total,Portoviejo,TALLER-013,"Impacto posterior en intersección, tercero no identificado.",True,False,154,211,2,28000,0.06,,2024-11-17,2025-11-17,825,Digital,Expirada,Andrade Viteri Sandra Lorena,Natural,Guayaquil,7,1,2,3,1,Medio,Taller Chimborazo Express,Automotriz,Loja,25,False,No,,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0.1831,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,12,False,True,22,0.208,-1,9.3,False
SIN-0284,POL-0284,ASEG-0107,Hogar,,Incendio,2025-02-14,2025-02-17,3,8868,7911,0,Pago Parcial,Cuenca,PROV-015,Cortocircuito que causó incendio parcial.,True,False,66,299,2,25000,0.13,,2024-12-10,2025-12-10,664,Agente,Expirada,Silva Intriago Katherine Noemi,Natural,Manta,5,1,3,3,1,Medio,Reparaciones Domésticas EC,Servicios,Ambato,12,False,No,,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0.3547,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,6,False,False,28,0.1021,-1,11.7,True
SIN-0285,POL-0285,ASEG-0075,Vehículos,GYE-7384,Pérdida Total,2024-03-30,2024-03-30,0,10669,9946,0,Reserva,Cuenca,TALLER-020,Vehículo totalmente siniestrado en volcamiento.,False,False,27,338,3,18000,0.27,,2024-03-03,2025-03-03,407,Digital,Expirada,Aguirre Bermeo Liliana Alexandra,Natural,Portoviejo,3,2,1,6,2,Alto,Taller Quito Sur Cía.,Automotriz,Guayaquil,24,False,No,,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5927,,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,17,False,True,17,0.0928,-1,26.2,False
SIN-0286,POL-0286,ASEG-0110,Vehículos,LOJ-5523,Robo de Accesorios,2024-08-03,2024-08-05,2,11877,11900,0,Investigación,Loja,TALLER-008,Robo de accesorios en zona residencial.,False,False,83,282,1,28000,0.32,,2024-05-12,2025-05-12,729,Agente,Expirada,Espinoza Rueda Cinthya Dayana,Natural,Cuenca,1,1,0,2,1,Medio,Reparaciones Viales Cía.,Automotriz,Manta,21,False,No,,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0.4242,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,16,False,True,7,0.1055,-1,29.3,False
SIN-0287,POL-0287,ASEG-0001,Hogar,,Robo,2024-11-07,2024-11-08,1,14895,14917,0,Reserva,Quito,PROV-014,Robo de joyas y equipos electrónicos.,False,False,73,292,1,40000,0.11,,2024-08-26,2025-08-26,1166,Digital,Expirada,Morales Freire Byron Rodrigo,Natural,Manta,3,1,1,3,1,Medio,Servicios Hogar Ecuador,Servicios,Quito,10,False,No,,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0.3724,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,24,False,True,12,0.1055,-1,18.0,False
SIN-0288,POL-0288,ASEG-0066,Vehículos,MNT-5834,Choque,2024-06-16,2024-06-17,1,14099,13450,0,Reserva,Ambato,TALLER-006,"Accidente múltiple de madrugada, daños en carrocería.",True,False,14,351,1,28000,0.2,,2024-06-02,2025-06-02,720,Agente,Expirada,Martínez Alvarado Rosa Elena,Natural,Riobamba,8,1,0,2,1,Medio,Auto Service Quito Norte,Automotriz,Guayaquil,15,False,No,,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5035,,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,20,False,True,15,0.0942,-1,22.6,False
SIN-0289,POL-0289,ASEG-0173,Vehículos,PIC-3847,Pérdida Total,2024-02-02,2024-02-05,3,4257,4177,0,Pago Parcial,Riobamba,TALLER-001,Vehículo totalmente siniestrado en volcamiento.,True,False,14,351,1,12000,0.35,,2024-01-19,2025-01-18,297,Agente,Expirada,Flores Castillo Roberto Antonio,Natural,Quito,1,1,0,2,2,Medio,Taller El Norte Cía. Ltda.,Automotriz,Ambato,11,False,No,,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0.3548,,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,17,False,True,17,0.0928,-1,31.8,False
SIN-0290,POL-0290,ASEG-0091,Vehículos,PIC-2847,Choque,2024-10-14,2024-10-16,2,934,873,850,Pago Total,Cuenca,TALLER-013,Colisión en tráfico urbano con parte policial y fotografías.,True,False,144,221,0,8000,0.2,,2024-05-23,2025-05-23,182,Broker,Expirada,Cabrera Yépez Marcelo Javier,Natural,Manta,0,2,1,2,2,Medio,Taller Chimborazo Express,Automotriz,Loja,25,False,No,,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0.1168,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,17,False,True,27,0.0852,-1,21.3,False
SIN-0291,POL-0291,ASEG-0106,Vehículos,AZY-8812,Choque,2024-05-17,2024-05-17,0,18733,14499,0,Negativa,Riobamba,TALLER-001,Robo con violencia en domicilio.,False,False,16,349,3,20000,0.94,,2024-05-01,2025-05-01,487,Broker,Expirada,Andrade Viteri Sandra Lorena,Natural,Quito,1,1,1,4,1,Alto,Taller El Norte Cía. Ltda.,Automotriz,Ambato,11,False,No,,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0.9366,,True,False,False,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,30,False,True,4,0.1055,-1,78.7,True
SIN-0292,POL-0292,ASEG-0124,Vehículos,PIC-2847,Cristales,2024-06-26,2024-07-10,14,12995,8533,0,Investigación,Esmeraldas,TALLER-012,Parabrisas fisurado en autopista.,False,False,19,346,1,20000,0.58,,2024-06-07,2025-06-07,400,Bancaseguros,Expirada,Morales Freire Byron Rodrigo,Natural,Ambato,7,2,2,2,2,Medio,Serviautos Litoral,Automotriz,Riobamba,23,False,No,,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6498,,True,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,14,False,True,11,0.1435,-1,46.6,False
SIN-0293,POL-0293,ASEG-0086,Vehículos,CHB-9918,Pérdida Total,2024-04-21,2024-04-23,2,10144,8603,0,Pago Parcial,Quito,TALLER-013,Daños irreparables por colisión frontal.,False,False,59,306,0,28000,0.37,,2024-02-22,2025-02-21,804,Digital,Expirada,Salcedo Ponce Margoth Elizabeth,Natural,Portoviejo,0,1,3,3,0,Medio,Taller Chimborazo Express,Automotriz,Loja,25,False,No,,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.3623,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,22,False,True,20,0.1095,-1,35.3,False
SIN-0294,POL-0294,ASEG-0070,Hogar,,Incendio,2024-08-17,2024-08-18,1,5173,5358,0,Pago Parcial,Cuenca,PROV-017,Incendio en cocina con informe de bomberos.,True,False,89,276,3,15000,0.26,,2024-05-20,2025-05-20,273,Broker,Expirada,Pérez Vásquez Ana Lucía,Natural,Esmeraldas,5,1,7,7,1,Alto,Servicios Integrales Sur,Servicios,Loja,10,False,No,,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0.3449,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,7,False,False,8,0.1021,-1,21.2,True
SIN-0295,POL-0295,ASEG-0157,Vehículos,IBR-4918,Responsabilidad Civil,2024-11-08,2024-11-08,0,602,584,563,Pago Total,Esmeraldas,TALLER-015,Raspón lateral a vehículo estacionado.,True,False,85,280,0,8000,0.15,,2024-08-15,2025-08-15,159,Bancaseguros,Expirada,Palacios Andrade Cristóbal Sebastián,Natural,Cuenca,8,3,1,1,0,Bajo,Automotriz Sur Azuay,Automotriz,Manta,18,False,No,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0752,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,12,False,True,18,0.1083,-1,15.6,False
SIN-0296,POL-0296,ASEG-0183,Vehículos,IBR-7291,Cristales,2024-12-05,2024-12-05,0,8015,8113,7592,Liquidado,Esmeraldas,TALLER-008,Parabrisas fisurado en autopista.,True,False,299,66,1,25000,0.16,,2024-02-10,2025-02-09,649,Broker,Expirada,Bonilla Torres Nathaly Carolina,Natural,Guayaquil,7,1,2,3,1,Medio,Reparaciones Viales Cía.,Automotriz,Manta,21,False,No,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3206,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,14,False,True,11,0.1435,-1,17.2,False
SIN-0297,POL-0297,ASEG-0094,Hogar,,Daño Estructural,2025-01-13,2025-01-22,9,20920,13354,0,Investigación,Cuenca,PROV-018,Siniestro reportado con documentación.,False,False,20,345,1,40000,0.53,,2024-12-24,2025-12-24,905,Digital,Expirada,Gutiérrez Moreta Diana Fernanda,Natural,Manta,4,2,1,3,2,Medio,Hogar Seguro S.A.,Servicios,Ambato,17,False,No,,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0.523,,True,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,70,False,True,9,0.0,-1,67.1,False
SIN-0298,POL-0298,ASEG-0183,Hogar,,Robo,2025-08-03,2025-08-04,1,5512,5245,4715,Pago Total,Loja,PROV-020,Sustracción de bienes durante ausencia del hogar.,True,False,296,69,2,40000,0.2,,2024-10-11,2025-10-11,760,Digital,Expirada,Bonilla Torres Nathaly Carolina,Natural,Guayaquil,7,1,2,3,1,Medio,Servicios Generales GYE,Servicios,Esmeraldas,17,False,No,,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.1378,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,36,False,True,13,0.1176,-1,29.4,False
SIN-0299,POL-0299,ASEG-0178,Vehículos,TNB-3847,Robo de Accesorios,2025-02-06,2025-02-06,0,2158,2246,2131,Pago Total,Ibarra,TALLER-004,Robo de airbags y pantalla en parqueadero.,True,False,180,185,2,30000,0.22,,2024-08-10,2025-08-10,871,Digital,Expirada,Jiménez Vargas Patricia Elena,Natural,Ibarra,2,2,0,3,0,Medio,Servicio Express Loja,Automotriz,Ibarra,24,False,No,,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0719,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,18,False,True,2,0.1055,-1,23.1,False
SIN-0300,POL-0300,ASEG-0084,Vehículos,IBR-4918,Robo de Accesorios,2024-12-08,2024-12-10,2,4275,4143,3891,Liquidado,Guayaquil,TALLER-003,Sustracción de rines y estéreo durante la noche.,True,False,115,250,2,12000,0.25,,2024-08-15,2025-08-15,268,Agente,Expirada,Flores Castillo Roberto Antonio,Natural,Riobamba,6,3,2,5,0,Alto,Mecánica Imbabura S.A.,Automotriz,Manta,26,False,No,,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0.3562,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,14,False,True,25,0.1176,-1,23.5,False
SIN-0301,POL-0301,ASEG-0097,Vehículos,MNT-0847,Robo,2024-09-02,2024-09-04,2,9937,9922,0,Investigación,Cuenca,TALLER-012,Sustracción de bienes durante ausencia del hogar.,True,False,14,351,0,28000,0.36,,2024-08-19,2025-08-19,618,Digital,Expirada,Montoya Llorente Daniela Fernanda,Natural,Loja,1,2,1,3,0,Medio,Serviautos Litoral,Automotriz,Riobamba,23,False,No,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3549,,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,36,False,True,13,0.1176,-1,40.6,False
SIN-0302,POL-0302,ASEG-0012,Vehículos,LOJ-1847,Robo de Accesorios,2025-06-07,2025-06-07,0,7421,6878,6633,Pago Total,Quito,TALLER-004,Sustracción de rines y estéreo durante la noche.,True,False,210,155,2,28000,0.14,,2024-11-09,2025-11-09,662,Bancaseguros,Expirada,Naranjo Velasco Edwin Patricio,Natural,Quito,6,2,8,8,0,Alto,Servicio Express Loja,Automotriz,Ibarra,24,False,No,,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.265,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,14,False,True,25,0.1176,-1,15.8,False
SIN-0303,POL-0303,ASEG-0056,Hogar,,Rotura de Cristales,2025-08-25,2025-08-27,2,2777,2605,2466,Pago Total,Ibarra,PROV-020,Siniestro reportado con documentación.,True,False,282,83,0,25000,0.1,,2024-11-16,2025-11-16,699,Digital,Expirada,Hidalgo Zurita Alexandra Paola,Natural,Ambato,5,3,1,1,1,Bajo,Servicios Generales GYE,Servicios,Esmeraldas,17,False,No,,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1111,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,70,False,True,9,0.0,-1,37.0,False
SIN-0304,POL-0304,ASEG-0018,Vehículos,GYE-4837,Choque,2024-12-15,2024-12-19,4,6345,4142,0,Reserva,Guayaquil,TALLER-888,Sustracción de bienes durante ausencia del hogar.,False,True,18,347,2,8000,0.87,,2024-11-27,2025-11-27,160,Digital,Expirada,Castro Villafuerte Sandra Cristina,Natural,Portoviejo,6,1,0,4,1,Alto,Taller Anónimo Manta — Documentos alterados,Automotriz,Ambato,10,True,Sí,,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0.7931,,True,False,False,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,36,False,True,13,0.1176,-1,76.3,True
SIN-0305,POL-0305,ASEG-0074,Vehículos,MNT-5834,Pérdida Total,2025-01-15,2025-01-15,0,16886,13314,0,Investigación,Manta,TALLER-005,Inundación por lluvias intensas.,False,False,16,349,1,28000,0.93,,2024-12-30,2025-12-30,610,Agente,Expirada,Vega Montoya Fanny Lorena,Natural,Cuenca,3,2,1,3,1,Medio,Taller Portuario Guayaquil,Automotriz,Portoviejo,21,False,No,,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0.6031,,True,False,False,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,9,False,False,30,0.0,-1,69.0,False
SIN-0306,POL-0306,ASEG-0067,Vehículos,TNB-1029,Choque,2024-11-22,2024-11-24,2,4528,4316,0,Pago Parcial,Esmeraldas,TALLER-001,"Golpe trasero en cola de tráfico, testigos presentes.",True,False,14,351,0,10000,0.26,,2024-11-08,2025-11-08,214,Agente,Expirada,Benítez Arcos Luis Fernando,Natural,Riobamba,4,2,2,2,1,Medio,Taller El Norte Cía. Ltda.,Automotriz,Ambato,11,False,No,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4528,,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,19,False,True,0,0.0752,-1,26.3,False
SIN-0307,POL-0307,ASEG-0074,Vehículos,AZY-1847,Cristales,2024-09-30,2024-10-02,2,6823,6531,0,Investigación,Loja,TALLER-006,Rotura de parabrisas por impacto de piedra.,True,False,58,307,2,20000,0.34,,2024-08-03,2025-08-03,629,Broker,Expirada,Vega Montoya Fanny Lorena,Natural,Cuenca,3,2,1,3,1,Medio,Auto Service Quito Norte,Automotriz,Guayaquil,15,False,No,,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3412,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,27,False,True,19,0.1435,-1,35.4,False
SIN-0308,POL-0308,ASEG-0095,Vehículos,PIC-2847,Robo de Accesorios,2024-12-14,2024-12-15,1,3879,4001,3527,Liquidado,Quito,TALLER-006,Robo de airbags y pantalla en parqueadero.,True,False,202,163,1,25000,0.08,,2024-05-26,2025-05-26,479,Broker,Expirada,Herrera Salinas Jorge Enrique,Natural,Ibarra,0,3,5,6,1,Alto,Auto Service Quito Norte,Automotriz,Guayaquil,15,False,No,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1552,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,18,False,True,2,0.1055,-1,13.3,False
SIN-0309,POL-0309,ASEG-0085,Vehículos,MNT-5834,Pérdida Total,2024-08-29,2024-08-31,2,3250,3025,2714,Liquidado,Loja,TALLER-020,Daños irreparables por colisión frontal.,True,False,152,213,0,18000,0.27,,2024-03-30,2025-03-30,521,Digital,Expirada,Cordero Alvarado Beatriz Elena,Natural,Loja,4,3,0,3,1,Medio,Taller Quito Sur Cía.,Automotriz,Guayaquil,24,False,No,,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0.1806,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,22,False,True,20,0.1095,-1,28.3,False
SIN-0310,POL-0310,ASEG-0031,Vehículos,PIC-2847,Cristales,2025-02-09,2025-02-09,0,4674,4091,0,Investigación,Riobamba,TALLER-008,Parabrisas fisurado en autopista.,True,False,34,331,1,12000,0.59,,2025-01-06,2026-01-06,251,Broker,Expirada,Morales Espín Byron Rodrigo,Natural,Ambato,0,3,3,4,0,Alto,Reparaciones Viales Cía.,Automotriz,Manta,21,False,No,,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0.3895,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,14,False,True,11,0.1435,-1,47.3,False
